row,sunny,burger,extra
45956,0,4,2
45957,0,1,0
45958,0,2,2
45959,1,1,4
45960,0,0,2
45961,0,1,4
45962,1,1,4
45963,1,4,4
45964,0,1,0
45965,0,0,2
45966,1,1,4
45967,0,4,1
45968,1,4,4
45969,0,0,3
45970,1,2,4
45971,0,4,1
45972,0,4,1
45973,0,1,2
45974,0,2,2
45975,0,1,0
45976,1,2,4
45977,0,4,1
45978,0,4,1
45979,0,0,3
45980,0,0,2
45981,0,4,1
45982,0,4,0
45983,0,2,1
45984,0,4,3
45985,1,0,4
45986,1,1,4
45987,0,2,2
45988,0,2,2
45989,0,2,2
45990,0,4,1
45991,0,4,1
45992,0,1,0
45993,1,4,4
45994,0,0,3
45995,0,4,2
45996,0,0,3
45997,0,2,2
45998,0,3,0
45999,0,1,0
46000,0,0,3
46001,0,0,2
46002,0,1,0
46003,0,3,2
46004,0,4,1
46005,0,1,1
46006,0,1,0
46007,0,0,3
46008,1,2,4
46009,0,0,0
46010,0,3,1
46011,0,0,1
46012,0,4,1
46013,0,4,1
46014,1,1,4
46015,1,4,4
46016,0,4,1
46017,0,4,1
46018,0,4,1
46019,0,1,0
46020,0,4,1
46021,0,1,0
46022,0,0,3
46023,0,4,1
46024,0,0,3
46025,1,0,4
46026,0,4,2
46027,0,4,1
46028,0,1,0
46029,0,4,1
46030,1,4,4
46031,0,1,0
46032,0,0,3
46033,0,0,1
46034,0,3,2
46035,0,0,3
46036,1,4,4
46037,0,4,2
46038,0,1,0
46039,0,4,1
46040,0,1,1
46041,0,4,1
46042,0,0,3
46043,0,1,0
46044,0,2,1
46045,0,3,2
46046,0,4,1
46047,0,2,2
46048,1,3,4
46049,0,4,1
46050,0,0,3
46051,1,3,4
46052,0,4,1
46053,0,4,1
46054,0,4,1
46055,0,2,2
46056,0,4,1
46057,0,4,1
46058,1,1,3
46059,0,1,0
46060,0,4,1
46061,0,4,1
46062,0,0,3
46063,0,3,2
46064,0,4,1
46065,0,4,3
46066,0,2,2
46067,0,4,1
46068,0,0,3
46069,0,0,3
46070,0,0,3
46071,1,4,4
46072,0,1,1
46073,0,1,0
46074,1,2,4
46075,0,4,1
46076,0,0,4
46077,0,0,3
46078,0,4,0
46079,0,4,1
46080,0,2,2
46081,0,4,3
46082,0,4,0
46083,0,3,2
46084,0,4,1
46085,0,1,0
46086,0,3,1
46087,0,0,2
46088,0,4,1
46089,0,1,0
46090,1,0,4
46091,0,3,2
46092,0,4,1
46093,0,1,3
46094,0,2,2
46095,1,0,4
46096,0,4,1
46097,0,4,1
46098,0,1,0
46099,1,4,4
46100,0,4,1
46101,0,4,3
46102,0,0,3
46103,0,4,2
46104,0,4,1
46105,0,2,2
46106,0,4,1
46107,1,0,4
46108,0,1,0
46109,1,0,3
46110,0,1,0
46111,0,4,1
46112,0,0,4
46113,0,3,2
46114,0,1,0
46115,0,2,0
46116,0,1,0
46117,0,3,4
46118,1,0,4
46119,0,1,0
46120,0,0,0
46121,1,4,4
46122,0,4,3
46123,0,4,1
46124,0,4,1
46125,0,3,2
46126,0,1,0
46127,0,4,0
46128,0,4,3
46129,0,4,3
46130,0,1,0
46131,0,0,3
46132,0,4,3
46133,0,3,4
46134,0,2,2
46135,0,4,1
46136,1,1,4
46137,1,4,4
46138,0,1,0
46139,0,4,1
46140,0,2,2
46141,0,4,1
46142,0,4,2
46143,0,4,0
46144,1,3,4
46145,0,1,0
46146,0,1,0
46147,0,3,2
46148,1,4,4
46149,0,0,3
46150,0,1,0
46151,0,1,2
46152,0,4,1
46153,0,4,3
46154,0,1,0
46155,0,2,2
46156,0,1,0
46157,0,1,1
46158,1,0,4
46159,0,3,2
46160,0,1,0
46161,0,4,1
46162,0,4,1
46163,0,0,3
46164,0,0,3
46165,0,1,0
46166,0,1,0
46167,0,4,2
46168,0,0,0
46169,1,1,4
46170,0,1,0
46171,0,1,3
46172,1,4,4
46173,0,4,1
46174,0,0,3
46175,0,4,1
46176,1,4,4
46177,0,4,1
46178,1,0,4
46179,0,3,1
46180,0,4,1
46181,0,1,0
46182,0,1,0
46183,0,4,1
46184,0,4,1
46185,0,1,0
46186,1,4,3
46187,1,4,4
46188,0,4,2
46189,0,1,2
46190,0,3,3
46191,0,0,3
46192,0,4,0
46193,0,4,1
46194,0,0,2
46195,0,0,3
46196,0,3,2
46197,0,0,3
46198,0,0,2
46199,1,1,4
46200,0,1,0
46201,0,2,1
46202,0,1,0
46203,0,4,1
46204,0,4,4
46205,1,4,1
46206,0,0,3
46207,0,1,2
46208,1,0,4
46209,0,4,1
46210,1,0,4
46211,0,0,3
46212,0,4,2
46213,0,4,1
46214,0,1,0
46215,0,0,3
46216,0,0,0
46217,0,4,1
46218,0,3,2
46219,1,4,1
46220,0,1,0
46221,1,4,2
46222,0,0,3
46223,0,0,3
46224,1,0,4
46225,0,4,1
46226,0,0,3
46227,0,4,1
46228,0,1,0
46229,0,1,1
46230,1,1,4
46231,0,4,3
46232,1,3,4
46233,0,1,0
46234,0,1,0
46235,0,1,0
46236,0,0,2
46237,0,4,1
46238,0,4,1
46239,0,4,2
46240,0,0,1
46241,1,0,4
46242,1,4,4
46243,0,0,3
46244,0,4,1
46245,0,1,0
46246,1,4,3
46247,0,3,2
46248,0,4,0
46249,1,4,2
46250,0,4,1
46251,0,4,3
46252,1,1,4
46253,1,2,4
46254,0,4,0
46255,0,0,3
46256,0,4,1
46257,0,1,0
46258,1,4,4
46259,0,1,0
46260,0,4,1
46261,1,4,4
46262,0,1,1
46263,0,4,1
46264,0,4,1
46265,0,4,1
46266,0,4,1
46267,0,4,1
46268,0,2,2
46269,0,2,2
46270,1,4,4
46271,1,2,4
46272,0,0,3
46273,0,4,1
46274,0,4,1
46275,1,0,4
46276,0,4,2
46277,0,1,0
46278,1,4,0
46279,0,2,2
46280,0,0,0
46281,0,4,1
46282,0,2,2
46283,0,3,2
46284,0,2,2
46285,0,4,1
46286,0,4,1
46287,0,4,2
46288,0,3,4
46289,0,2,2
46290,0,1,0
46291,0,0,3
46292,1,4,4
46293,0,4,1
46294,0,0,1
46295,0,2,2
46296,0,4,1
46297,0,4,0
46298,0,0,3
46299,1,0,4
46300,0,1,0
46301,0,1,0
46302,0,2,2
46303,0,3,1
46304,0,1,0
46305,0,0,3
46306,0,3,4
46307,0,4,1
46308,0,4,1
46309,0,4,1
46310,1,0,4
46311,0,3,2
46312,0,1,0
46313,0,4,1
46314,0,0,3
46315,1,2,4
46316,0,3,2
46317,0,4,1
46318,0,0,3
46319,0,2,3
46320,0,2,2
46321,1,0,4
46322,0,1,0
46323,1,1,4
46324,0,3,3
46325,1,3,4
46326,0,4,1
46327,1,4,4
46328,0,4,0
46329,0,0,3
46330,0,4,1
46331,0,3,2
46332,0,0,3
46333,0,1,0
46334,0,0,3
46335,0,4,1
46336,0,4,3
46337,0,1,1
46338,0,1,0
46339,0,0,2
46340,0,2,2
46341,0,1,0
46342,0,4,1
46343,0,3,1
46344,0,3,3
46345,0,4,1
46346,0,0,3
46347,0,4,1
46348,0,4,1
46349,0,0,3
46350,0,4,1
46351,0,1,0
46352,0,0,3
46353,0,4,3
46354,1,4,4
46355,0,1,0
46356,1,0,4
46357,0,3,4
46358,0,0,3
46359,0,4,1
46360,1,4,4
46361,0,0,3
46362,0,4,1
46363,1,4,4
46364,1,3,4
46365,0,0,3
46366,1,4,4
46367,0,1,0
46368,0,1,0
46369,0,4,3
46370,0,4,1
46371,0,1,0
46372,0,4,1
46373,0,1,0
46374,0,0,2
46375,0,4,3
46376,0,2,2
46377,0,3,2
46378,0,4,1
46379,0,4,1
46380,0,4,1
46381,0,4,0
46382,0,1,0
46383,0,4,1
46384,1,0,4
46385,0,2,2
46386,0,3,3
46387,0,0,2
46388,0,0,3
46389,1,2,4
46390,0,3,2
46391,0,1,0
46392,0,1,0
46393,0,1,0
46394,0,4,1
46395,0,2,3
46396,0,4,0
46397,0,2,2
46398,1,4,4
46399,0,1,0
46400,0,4,1
46401,1,1,4
46402,0,4,3
46403,0,0,0
46404,0,2,2
46405,0,1,1
46406,0,2,2
46407,0,4,1
46408,0,1,0
46409,0,0,3
46410,0,4,1
46411,0,3,2
46412,1,4,4
46413,0,4,1
46414,0,0,3
46415,0,4,1
46416,0,4,1
46417,0,3,3
46418,0,0,3
46419,0,0,3
46420,1,4,3
46421,0,0,1
46422,1,1,4
46423,0,2,2
46424,0,4,1
46425,0,1,0
46426,0,0,2
46427,1,1,4
46428,0,0,3
46429,0,3,3
46430,0,0,3
46431,0,4,1
46432,0,4,1
46433,1,1,3
46434,0,3,2
46435,0,0,3
46436,0,4,0
46437,1,4,4
46438,1,4,4
46439,1,4,4
46440,0,4,0
46441,0,4,1
46442,1,1,4
46443,0,4,1
46444,0,0,3
46445,0,2,1
46446,0,4,1
46447,1,3,4
46448,0,4,4
46449,0,3,2
46450,0,0,3
46451,0,3,2
46452,1,0,2
46453,0,1,0
46454,0,1,0
46455,1,0,4
46456,0,3,2
46457,0,3,2
46458,0,3,2
46459,0,2,1
46460,0,0,3
46461,0,1,0
46462,0,4,1
46463,0,1,2
46464,0,3,3
46465,0,4,1
46466,0,1,0
46467,1,3,4
46468,1,3,4
46469,0,4,1
46470,0,0,2
46471,0,4,1
46472,0,0,3
46473,0,4,1
46474,0,1,0
46475,0,0,3
46476,0,1,0
46477,0,4,1
46478,0,4,1
46479,0,4,3
46480,0,0,3
46481,0,2,2
46482,0,2,2
46483,0,4,1
46484,0,4,2
46485,1,4,0
46486,0,1,2
46487,0,1,0
46488,0,1,0
46489,0,1,0
46490,0,4,1
46491,1,4,3
46492,0,4,1
46493,1,4,4
46494,0,2,1
46495,1,4,4
46496,0,4,1
46497,0,2,2
46498,0,4,1
46499,0,0,3
46500,1,4,4
46501,1,0,4
46502,0,4,2
46503,0,3,2
46504,0,1,1
46505,0,1,0
46506,0,1,0
46507,1,3,2
46508,0,4,1
46509,0,2,2
46510,0,4,1
46511,0,4,1
46512,0,1,0
46513,0,0,3
46514,1,3,4
46515,0,0,3
46516,0,2,2
46517,0,2,3
46518,0,4,0
46519,0,0,3
46520,0,1,0
46521,0,3,2
46522,0,4,3
46523,1,4,4
46524,0,2,2
46525,1,4,2
46526,0,4,1
46527,0,4,1
46528,0,3,2
46529,0,2,1
46530,0,0,1
46531,0,3,2
46532,0,4,1
46533,0,2,2
46534,0,3,4
46535,0,0,3
46536,0,3,4
46537,1,4,4
46538,0,0,3
46539,0,1,0
46540,0,4,2
46541,0,4,1
46542,1,4,4
46543,1,0,3
46544,0,0,2
46545,0,4,4
46546,0,1,0
46547,0,2,2
46548,0,4,0
46549,0,0,3
46550,0,4,1
46551,1,0,4
46552,0,4,1
46553,0,2,2
46554,0,3,0
46555,0,4,2
46556,1,0,4
46557,0,4,0
46558,0,2,2
46559,0,0,1
46560,0,4,1
46561,0,4,1
46562,0,0,4
46563,0,1,2
46564,0,4,1
46565,0,4,2
46566,0,3,4
46567,0,4,0
46568,0,0,3
46569,0,4,1
46570,0,3,4
46571,1,0,4
46572,0,4,1
46573,1,2,4
46574,0,1,0
46575,1,2,4
46576,1,4,4
46577,0,4,3
46578,1,3,4
46579,0,4,1
46580,0,3,4
46581,0,4,1
46582,0,3,2
46583,0,2,3
46584,1,4,1
46585,1,0,4
46586,0,1,0
46587,0,4,1
46588,0,4,1
46589,0,3,4
46590,1,4,4
46591,0,3,2
46592,0,0,3
46593,0,4,1
46594,0,4,4
46595,0,1,2
46596,0,4,1
46597,0,4,1
46598,0,0,3
46599,0,4,2
46600,0,1,0
46601,0,4,1
46602,0,0,3
46603,0,4,1
46604,0,2,2
46605,0,1,0
46606,0,3,0
46607,0,4,2
46608,0,4,2
46609,1,4,4
46610,0,0,3
46611,0,2,2
46612,0,0,3
46613,0,4,1
46614,0,4,1
46615,0,3,2
46616,1,4,4
46617,0,4,1
46618,0,3,1
46619,0,4,4
46620,0,4,1
46621,0,0,3
46622,0,4,0
46623,0,1,3
46624,0,2,2
46625,0,4,1
46626,0,4,1
46627,0,0,0
46628,0,4,1
46629,0,4,1
46630,1,4,4
46631,1,4,4
46632,0,2,2
46633,0,4,1
46634,0,4,1
46635,0,2,2
46636,0,3,2
46637,0,4,1
46638,1,1,4
46639,0,2,2
46640,0,4,1
46641,0,4,1
46642,0,4,1
46643,0,2,2
46644,1,0,1
46645,0,3,2
46646,0,1,0
46647,0,0,3
46648,0,4,1
46649,0,4,2
46650,0,0,3
46651,1,4,3
46652,0,4,0
46653,1,4,0
46654,0,0,3
46655,0,3,4
46656,0,1,0
46657,0,4,3
46658,0,4,3
46659,1,4,3
46660,0,0,2
46661,0,4,1
46662,0,1,1
46663,1,4,1
46664,0,4,1
46665,0,4,3
46666,0,4,1
46667,1,3,4
46668,0,0,3
46669,0,0,3
46670,0,2,2
46671,0,4,1
46672,0,3,4
46673,0,2,2
46674,1,4,4
46675,1,2,4
46676,1,4,4
46677,0,2,2
46678,0,2,0
46679,0,4,1
46680,1,0,4
46681,1,2,0
46682,0,0,3
46683,0,1,0
46684,0,1,0
46685,1,2,4
46686,0,4,0
46687,0,4,2
46688,0,3,2
46689,1,4,2
46690,0,0,3
46691,1,4,4
46692,0,0,3
46693,0,0,3
46694,1,4,4
46695,0,0,0
46696,0,4,1
46697,0,0,3
46698,0,4,1
46699,0,4,1
46700,0,4,0
46701,0,1,0
46702,0,4,1
46703,0,1,3
46704,0,0,2
46705,0,4,0
46706,0,0,1
46707,1,4,4
46708,0,0,3
46709,0,4,0
46710,0,4,0
46711,0,4,0
46712,1,1,4
46713,0,1,0
46714,1,2,4
46715,0,0,3
46716,0,4,3
46717,0,0,3
46718,0,4,1
46719,1,4,4
46720,0,4,3
46721,0,4,1
46722,0,1,0
46723,0,2,2
46724,0,2,2
46725,0,4,1
46726,0,4,1
46727,0,4,0
46728,1,0,1
46729,0,2,1
46730,0,4,1
46731,0,3,2
46732,0,4,2
46733,0,1,0
46734,0,0,3
46735,1,4,4
46736,0,1,0
46737,0,4,3
46738,1,0,4
46739,0,0,2
46740,0,0,3
46741,0,1,0
46742,1,1,4
46743,0,4,1
46744,1,4,4
46745,1,4,2
46746,0,0,0
46747,0,2,3
46748,0,0,3
46749,0,4,3
46750,0,4,3
46751,0,4,0
46752,0,4,1
46753,1,2,4
46754,1,0,4
46755,0,0,3
46756,0,0,3
46757,1,4,4
46758,0,3,2
46759,0,0,3
46760,0,4,1
46761,0,4,1
46762,0,4,1
46763,0,0,1
46764,1,4,4
46765,1,1,4
46766,0,1,0
46767,1,2,4
46768,1,4,1
46769,1,3,4
46770,0,0,3
46771,0,0,3
46772,1,4,4
46773,0,2,2
46774,0,2,2
46775,0,1,2
46776,0,3,2
46777,0,4,2
46778,0,4,1
46779,1,0,4
46780,0,4,1
46781,0,1,0
46782,0,1,0
46783,0,4,1
46784,0,4,1
46785,0,4,1
46786,0,3,1
46787,0,1,0
46788,0,2,2
46789,0,3,2
46790,0,0,3
46791,0,2,2
46792,0,4,1
46793,0,4,1
46794,0,0,3
46795,1,3,4
46796,0,4,0
46797,0,4,2
46798,0,4,1
46799,0,3,2
46800,0,2,0
46801,0,4,1
46802,0,4,1
46803,0,3,1
46804,0,4,0
46805,0,4,0
46806,0,4,1
46807,0,0,3
46808,0,4,1
46809,0,2,2
46810,0,4,1
46811,0,3,2
46812,0,4,1
46813,1,1,1
46814,1,4,3
46815,1,0,4
46816,0,4,1
46817,0,4,3
46818,0,0,1
46819,0,3,2
46820,0,3,1
46821,1,0,4
46822,0,4,1
46823,0,1,0
46824,0,4,1
46825,0,0,2
46826,0,4,1
46827,0,2,2
46828,0,4,2
46829,0,4,1
46830,0,3,3
46831,0,4,3
46832,0,2,2
46833,0,2,1
46834,0,0,3
46835,1,4,4
46836,0,4,1
46837,1,1,4
46838,0,3,2
46839,1,3,4
46840,0,1,0
46841,1,0,0
46842,0,4,1
46843,0,0,1
46844,0,4,3
46845,0,4,1
46846,0,4,0
46847,0,1,0
46848,1,4,2
46849,0,0,3
46850,0,3,4
46851,0,4,1
46852,0,3,2
46853,0,1,0
46854,0,4,1
46855,1,1,4
46856,0,1,0
46857,0,0,3
46858,0,2,2
46859,0,0,3
46860,0,0,3
46861,0,3,2
46862,0,1,0
46863,0,3,2
46864,1,0,4
46865,0,4,1
46866,1,1,4
46867,0,0,1
46868,0,1,2
46869,1,1,4
46870,0,2,2
46871,0,1,3
46872,0,2,3
46873,1,4,4
46874,0,1,0
46875,0,1,0
46876,0,1,0
46877,0,1,0
46878,0,4,1
46879,1,4,4
46880,0,1,2
46881,0,4,1
46882,1,2,0
46883,1,1,4
46884,0,4,1
46885,0,0,3
46886,0,4,1
46887,0,4,2
46888,0,1,0
46889,0,0,3
46890,0,4,2
46891,0,0,3
46892,0,4,1
46893,0,4,1
46894,0,0,3
46895,1,0,4
46896,0,4,1
46897,1,4,4
46898,0,0,3
46899,1,0,4
46900,0,0,2
46901,1,4,4
46902,0,0,3
46903,0,1,0
46904,0,4,1
46905,1,1,4
46906,1,0,4
46907,0,4,1
46908,0,4,0
46909,0,4,1
46910,1,0,4
46911,0,1,0
46912,0,4,1
46913,0,3,1
46914,0,4,1
46915,0,1,0
46916,1,0,4
46917,1,4,4
46918,0,3,2
46919,1,0,4
46920,0,4,1
46921,1,3,0
46922,0,4,1
46923,0,4,1
46924,0,3,2
46925,0,4,1
46926,0,1,0
46927,0,4,1
46928,0,4,1
46929,1,2,4
46930,1,4,0
46931,0,0,2
46932,0,4,2
46933,0,0,3
46934,0,0,3
46935,1,4,4
46936,1,3,4
46937,0,4,1
46938,0,4,1
46939,1,0,1
46940,0,0,3
46941,1,0,4
46942,0,3,2
46943,0,0,3
46944,1,4,4
46945,1,4,0
46946,0,0,3
46947,0,4,2
46948,0,4,1
46949,0,4,1
46950,0,2,2
46951,0,4,3
46952,0,0,2
46953,0,4,0
46954,0,1,0
46955,0,4,2
46956,0,1,0
46957,1,3,4
46958,0,4,1
46959,1,4,4
46960,1,4,0
46961,0,0,3
46962,0,1,0
46963,0,1,0
46964,0,3,2
46965,0,0,3
46966,0,0,3
46967,1,1,3
46968,1,0,4
46969,0,0,3
46970,0,4,1
46971,0,3,1
46972,0,4,1
46973,0,0,0
46974,1,2,4
46975,0,4,1
46976,0,3,1
46977,0,4,0
46978,1,4,4
46979,0,0,1
46980,1,1,4
46981,0,0,3
46982,0,1,0
46983,0,0,3
46984,1,1,4
46985,0,4,1
46986,1,2,4
46987,0,0,3
46988,0,0,1
46989,0,4,1
46990,0,4,1
46991,0,1,0
46992,1,4,4
46993,0,4,1
46994,1,0,4
46995,1,2,4
46996,0,2,0
46997,0,4,2
46998,1,4,3
46999,0,0,3
47000,0,3,2
47001,0,4,1
47002,0,4,1
47003,0,0,3
47004,0,2,1
47005,0,4,1
47006,0,2,1
47007,0,0,3
47008,1,4,0
47009,1,4,4
47010,0,0,3
47011,0,2,0
47012,0,1,2
47013,0,1,0
47014,0,1,0
47015,0,4,1
47016,0,0,0
47017,0,1,0
47018,0,3,0
47019,0,0,3
47020,1,4,4
47021,0,2,2
47022,0,4,1
47023,0,4,0
47024,0,4,1
47025,0,0,3
47026,1,0,4
47027,0,4,0
47028,0,1,0
47029,0,2,2
47030,1,2,4
47031,0,1,2
47032,0,0,3
47033,0,4,1
47034,0,2,2
47035,0,0,3
47036,0,1,0
47037,0,1,0
47038,0,4,1
47039,0,1,0
47040,1,3,4
47041,0,4,1
47042,0,0,1
47043,0,3,3
47044,0,4,1
47045,0,2,1
47046,0,4,1
47047,0,4,1
47048,0,4,1
47049,1,0,4
47050,0,3,1
47051,0,0,2
47052,1,0,3
47053,1,3,4
47054,0,2,0
47055,1,1,4
47056,1,3,4
47057,0,4,2
47058,0,3,1
47059,0,4,1
47060,1,4,4
47061,1,1,4
47062,0,0,3
47063,0,4,1
47064,0,0,3
47065,1,1,4
47066,0,3,4
47067,0,2,2
47068,1,4,4
47069,0,1,0
47070,0,4,1
47071,0,4,1
47072,1,0,4
47073,1,0,4
47074,0,4,3
47075,0,0,3
47076,0,4,2
47077,0,0,3
47078,0,4,1
47079,0,1,0
47080,0,4,0
47081,1,3,4
47082,0,4,1
47083,1,0,4
47084,0,0,3
47085,0,4,0
47086,0,2,2
47087,0,4,1
47088,0,0,2
47089,0,1,0
47090,0,0,3
47091,0,4,3
47092,0,3,3
47093,1,1,4
47094,0,1,0
47095,0,4,3
47096,0,3,4
47097,1,1,4
47098,0,0,3
47099,0,0,0
47100,1,0,4
47101,0,0,3
47102,1,1,2
47103,0,0,3
47104,1,0,4
47105,0,1,0
47106,0,4,1
47107,1,4,4
47108,0,0,3
47109,0,4,1
47110,0,4,1
47111,0,4,1
47112,1,1,4
47113,0,0,3
47114,0,4,1
47115,1,4,4
47116,0,4,1
47117,0,2,2
47118,0,1,0
47119,0,2,1
47120,0,3,2
47121,0,4,1
47122,0,4,1
47123,1,1,4
47124,1,1,4
47125,0,4,1
47126,1,0,4
47127,0,1,1
47128,0,4,1
47129,0,4,1
47130,0,0,3
47131,0,2,1
47132,0,4,1
47133,0,4,1
47134,1,4,4
47135,0,1,0
47136,0,2,2
47137,0,4,1
47138,0,4,2
47139,0,4,1
47140,0,1,0
47141,0,1,0
47142,0,4,0
47143,1,4,4
47144,0,1,0
47145,0,1,0
47146,1,4,3
47147,0,1,0
47148,0,2,2
47149,1,4,4
47150,0,1,0
47151,0,1,4
47152,0,1,0
47153,0,1,0
47154,0,2,0
47155,0,4,1
47156,0,0,1
47157,0,4,1
47158,0,1,0
47159,0,4,0
47160,1,1,4
47161,0,4,1
47162,0,1,0
47163,0,4,1
47164,0,0,3
47165,0,4,1
47166,0,4,1
47167,0,2,2
47168,0,4,2
47169,0,0,3
47170,0,1,0
47171,0,4,1
47172,0,0,3
47173,1,3,4
47174,0,0,3
47175,0,4,1
47176,0,3,2
47177,0,2,2
47178,1,0,1
47179,0,2,2
47180,0,4,1
47181,0,2,2
47182,1,0,4
47183,0,0,3
47184,0,3,3
47185,1,4,4
47186,0,4,1
47187,0,3,2
47188,1,3,4
47189,0,0,3
47190,0,1,0
47191,0,0,1
47192,0,3,2
47193,1,0,4
47194,0,4,1
47195,0,4,1
47196,1,1,4
47197,0,4,1
47198,0,4,2
47199,0,1,0
47200,0,4,2
47201,0,0,3
47202,0,2,2
47203,0,4,2
47204,0,1,0
47205,0,3,2
47206,0,3,4
47207,0,4,1
47208,0,4,1
47209,0,4,4
47210,0,1,0
47211,1,1,0
47212,0,4,3
47213,0,3,2
47214,1,0,3
47215,1,4,1
47216,0,3,2
47217,0,4,1
47218,0,0,3
47219,0,1,0
47220,0,4,3
47221,0,3,2
47222,0,4,2
47223,0,0,3
47224,0,0,3
47225,0,3,4
47226,0,4,1
47227,0,4,1
47228,1,4,4
47229,0,2,2
47230,0,2,2
47231,0,4,1
47232,0,4,1
47233,0,3,2
47234,0,3,4
47235,0,4,1
47236,1,3,4
47237,0,4,1
47238,0,1,2
47239,0,0,3
47240,0,4,0
47241,0,2,2
47242,0,1,0
47243,1,4,4
47244,0,1,0
47245,0,4,2
47246,0,4,2
47247,0,0,3
47248,0,4,3
47249,0,4,1
47250,0,0,1
47251,0,4,1
47252,1,2,4
47253,1,1,4
47254,1,3,4
47255,0,4,1
47256,1,1,4
47257,1,3,4
47258,0,1,0
47259,0,1,0
47260,1,4,3
47261,1,0,4
47262,0,4,0
47263,0,1,0
47264,0,4,1
47265,1,1,4
47266,0,1,0
47267,0,0,3
47268,0,4,3
47269,1,3,4
47270,0,4,1
47271,0,0,3
47272,0,4,1
47273,1,1,4
47274,1,4,4
47275,1,0,4
47276,0,0,3
47277,0,1,2
47278,0,4,1
47279,0,4,1
47280,0,0,3
47281,1,1,4
47282,0,0,3
47283,0,3,2
47284,0,1,0
47285,0,0,3
47286,0,4,0
47287,0,4,0
47288,1,0,4
47289,0,0,3
47290,0,4,1
47291,0,2,2
47292,0,0,3
47293,0,4,1
47294,0,0,3
47295,1,2,4
47296,0,4,1
47297,0,4,1
47298,1,1,2
47299,0,1,0
47300,0,1,0
47301,0,3,3
47302,0,1,2
47303,0,4,1
47304,0,4,3
47305,0,3,0
47306,0,1,0
47307,0,0,3
47308,0,0,1
47309,1,3,4
47310,0,4,1
47311,0,2,2
47312,0,4,1
47313,1,4,4
47314,0,0,3
47315,0,2,0
47316,1,1,4
47317,1,1,1
47318,0,4,1
47319,0,0,0
47320,0,4,1
47321,1,0,4
47322,0,0,3
47323,0,1,0
47324,0,4,1
47325,0,0,2
47326,0,4,1
47327,0,4,2
47328,0,4,0
47329,0,4,3
47330,0,1,0
47331,0,1,0
47332,0,1,0
47333,0,3,2
47334,0,4,0
47335,0,3,2
47336,1,3,4
47337,0,4,2
47338,0,4,1
47339,1,1,2
47340,0,1,0
47341,0,4,1
47342,0,4,1
47343,0,4,0
47344,0,3,0
47345,0,4,1
47346,0,1,0
47347,0,3,2
47348,1,1,2
47349,1,0,4
47350,0,4,1
47351,0,4,1
47352,1,4,3
47353,1,1,4
47354,0,4,1
47355,0,4,3
47356,1,4,2
47357,0,4,1
47358,0,4,1
47359,0,4,1
47360,0,0,3
47361,0,4,1
47362,0,2,1
47363,1,3,4
47364,1,4,2
47365,0,0,3
47366,0,1,0
47367,0,0,2
47368,0,4,1
47369,1,4,4
47370,0,4,1
47371,0,4,1
47372,0,2,3
47373,0,4,3
47374,1,0,4
47375,0,0,3
47376,0,1,3
47377,0,4,1
47378,0,4,1
47379,0,1,0
47380,0,4,1
47381,1,3,4
47382,0,3,0
47383,0,1,0
47384,0,3,3
47385,1,0,3
47386,1,0,4
47387,0,0,3
47388,0,4,1
47389,0,0,3
47390,0,1,0
47391,0,1,2
47392,0,3,2
47393,1,2,0
47394,0,4,1
47395,0,2,1
47396,1,2,4
47397,0,4,1
47398,0,0,3
47399,0,0,3
47400,0,4,1
47401,0,4,4
47402,0,0,2
47403,0,3,4
47404,0,0,3
47405,0,1,0
47406,0,2,2
47407,0,0,0
47408,1,0,3
47409,0,1,0
47410,1,4,4
47411,1,0,4
47412,0,1,0
47413,1,2,1
47414,0,3,2
47415,0,1,2
47416,0,1,0
47417,1,0,3
47418,0,4,1
47419,0,4,0
47420,0,2,2
47421,1,1,4
47422,0,1,0
47423,0,4,1
47424,1,2,4
47425,0,1,0
47426,0,4,1
47427,1,1,4
47428,0,4,3
47429,0,0,1
47430,0,4,1
47431,0,1,0
47432,0,1,0
47433,0,0,3
47434,0,4,1
47435,0,0,3
47436,0,1,1
47437,0,0,2
47438,0,0,2
47439,0,4,3
47440,0,1,0
47441,0,4,1
47442,0,0,3
47443,0,1,0
47444,0,4,0
47445,1,2,0
47446,0,1,0
47447,0,2,2
47448,0,2,3
47449,0,1,0
47450,0,3,3
47451,1,4,4
47452,0,4,1
47453,1,0,1
47454,0,2,2
47455,0,4,1
47456,1,4,4
47457,0,0,0
47458,0,1,0
47459,0,3,2
47460,0,1,0
47461,1,0,4
47462,0,1,0
47463,0,1,3
47464,0,4,2
47465,1,1,0
47466,0,4,1
47467,0,4,2
47468,0,4,0
47469,0,4,1
47470,0,4,1
47471,1,3,4
47472,1,4,4
47473,0,0,1
47474,0,4,2
47475,0,4,1
47476,0,1,0
47477,1,0,2
47478,0,4,1
47479,1,0,4
47480,0,0,3
47481,0,4,0
47482,0,4,1
47483,1,4,4
47484,0,2,2
47485,1,1,3
47486,0,1,0
47487,0,4,3
47488,0,0,3
47489,1,1,4
47490,0,1,0
47491,0,0,3
47492,0,4,1
47493,1,3,4
47494,0,4,1
47495,0,3,2
47496,1,0,4
47497,1,2,4
47498,1,4,4
47499,0,4,1
47500,0,0,0
47501,0,2,2
47502,0,3,3
47503,0,4,0
47504,0,1,0
47505,0,0,3
47506,1,4,4
47507,1,3,4
47508,0,1,3
47509,1,4,2
